Protein IDs,Majority protein IDs,Protein names,Gene names,Lead gene name,id,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,MS/MS count,Minus_log10_Pvalue,Log2FC,Median Normalized Intensity Cont1,Median Normalized Intensity Cont2,Median Normalized Intensity Cont3,Median Normalized Intensity Cont4,Median Normalized Intensity Cont5,Median Normalized Intensity Cont6,Median Normalized Intensity KD1,Median Normalized Intensity KD2,Median Normalized Intensity KD3,Median Normalized Intensity KD4,Median Normalized Intensity KD5,Median Normalized Intensity KD6
Q9UID3;H0YEE1;E9PRV0;E9PKX7;E9PJ36;E9PMB6;H0YDX9;H0YCB7;E9PQD5;E9PQN6,Q9UID3,Vacuolar protein sorting-associated protein 51 homolog,VPS51,VPS51,4548,13,13,13,22.4,22.4,22.4,86.041,0,36.284,129,1.809137128,-0.353291165,-0.077705421,-0.302203834,-0.464565486,-0.523456216,-0.198379353,-0.35091272,-0.636393487,-0.883808017,-0.419225276,-1.007128716,-0.703497231,-0.386917293
Q9UIG0,Q9UIG0,Tyrosine-protein kinase BAZ1B,BAZ1B,BAZ1B,4549,22,22,22,21,21,21,170.9,0,143.92,241,1.197597364,0.175307989,2.460543394,2.70663619,2.316674471,2.691351652,2.685563803,2.528064728,2.768460274,2.834036827,2.875516653,2.561416626,2.590708256,2.810543537
Q9UII2,Q9UII2,"ATPase inhibitor, mitochondrial",ATPIF1,ATPIF1,4550,3,3,3,17,17,17,12.249,0,5.1238,39,0.544938437,1.119318008,-4.422212601,-3.03881073,-3.118100405,-1.068592906,-1.428505898,-4.376345634,-3.530469418,-3.266973019,-1.5722363,-1.863011837,1.915543914,-2.419513464
Q9UIJ7,Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",AK3,AK3,4551,7,7,7,41,41,41,25.565,0,13.648,63,1.152443679,-0.288699577,1.141703248,1.596582651,1.218494773,1.196732879,1.164515018,0.573899209,0.875178933,0.874713659,0.734793961,0.86334455,1.065524459,0.746174753
Q9UIQ6,Q9UIQ6,"Leucyl-cystinyl aminopeptidase;Leucyl-cystinyl aminopeptidase, pregnancy serum form",LNPEP,LNPEP,4552,4,4,4,5.9,5.9,5.9,117.35,0,77.661,29,1.642954331,-1.014986654,-2.605219841,-2.137526751,-2.734315395,-2.222795486,-1.879582047,-2.010634899,-4.709866524,-2.139860153,-3.483190775,-2.945586681,-2.88606739,-3.515422821
Q9UIV1;H0YAV9;H0YBT3;E5RGH2,Q9UIV1,CCR4-NOT transcription complex subunit 7,CNOT7,CNOT7,4553,5,5,5,26.7,26.7,26.7,32.745,0,20.434,56,5.181609142,0.790429289,-0.917823017,-0.948150158,-0.572602212,-0.669920981,-0.812160015,-0.414860249,0.083676524,-0.021191191,-0.038552955,0.068106472,0.203057289,0.111962959
Q9UIW2,Q9UIW2,Plexin-A1,PLXNA1,PLXNA1,4554,19,19,13,15.1,15.1,11.5,211.06,0,134.45,178,0.188294463,-0.065409869,1.456710935,1.290749431,1.599278688,1.419057369,1.109061837,0.967911541,0.896657228,1.23974216,1.569395065,1.023274541,1.398850322,1.322391272
Q9UJ04,Q9UJ04,Testis-specific Y-encoded-like protein 4,TSPYL4,TSPYL4,4555,6,6,6,25.1,25.1,25.1,45.125,0,33.702,55,0.195412804,-0.209047755,-1.80574882,-1.584920764,-1.622145772,-3.346726418,-3.71395421,-1.900561213,-2.57318759,-2.320970297,-2.468591452,-3.317674875,-1.891316652,-2.656602859
Q9UJ14;A2A2G5,Q9UJ14,Gamma-glutamyltransferase 7;Gamma-glutamyltransferase 7 heavy chain;Gamma-glutamyltransferase 7 light chain,GGT7,GGT7,4556,9,9,9,19.3,19.3,19.3,70.466,0,22.329,72,2.13423076,0.447010199,0.572221518,0.853119254,0.754280269,1.349822044,0.650954843,0.792675138,1.262309909,1.356139421,1.457056284,1.430137038,0.994112551,1.155379057
Q9UJ70;H7C3G9;C9JEV6;H7C286;H0YEB7;H7C1L7;H0YE82;E9PPU6;H0YF44;H0YC94,Q9UJ70;H7C3G9;C9JEV6;H7C286,N-acetyl-D-glucosamine kinase,NAGK,NAGK,4557,16,16,16,73,73,73,37.375,0,214.6,421,1.43391114,-0.27949365,3.790515661,3.715460539,3.662271976,3.743500471,3.836583614,4.184151649,3.663104296,3.415450335,3.207885504,3.772891521,3.714113951,3.482076406
Q9UJA5,Q9UJA5,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,TRMT6,4558,5,5,5,14.3,14.3,14.3,55.799,0,28.675,50,0.757178518,0.200542877,-0.826672971,-0.167998433,-0.758120537,-0.674802721,-0.828131318,-0.518968999,-0.209050402,-0.234167919,-0.318541527,-0.48329857,-0.790701926,-0.535677373
Q9UJC3,Q9UJC3,Protein Hook homolog 1,HOOK1,HOOK1,4559,1,1,1,2.5,2.5,2.5,84.647,0,5.1963,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UJC5,Q9UJC5,SH3 domain-binding glutamic acid-rich-like protein 2,SH3BGRL2,SH3BGRL2,4560,3,3,3,39.3,39.3,39.3,12.326,0,9.6278,58,0.066082548,-0.046805832,1.137167096,0.866587341,0.062332269,-0.044574283,0.842792273,0.788844645,0.649897635,1.059950113,0.088694923,0.8732512,0.623318791,0.077201687
Q9UJD0,Q9UJD0,Regulating synaptic membrane exocytosis protein 3,RIMS3,RIMS3,4561,6,6,6,34.1,34.1,34.1,32.796,0,127.18,121,2.52351631,0.873584364,0.154086605,-0.184154317,0.093084164,-0.556032956,-0.465175062,-0.174219295,0.879517615,0.953601837,0.769100428,0.591601074,-0.20307447,1.118348837
Q9UJF2;H0Y638,Q9UJF2,Ras GTPase-activating protein nGAP,RASAL2,RASAL2,4562,6,4,4,7.2,5.1,5.1,128.56,0.00023496,2.9979,19,0.378394777,-0.47774446,-2.371157169,-5.034138203,-5.018549919,-5.189526558,-3.326595783,-5.077116966,-5.510239124,-4.955774784,-5.182163715,-3.453829527,-4.891455173,-4.890089035
Q9UJS0;R4GN64,Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,SLC25A13,4563,26,26,21,51.4,51.4,43.6,74.175,0,213.83,593,0.79130017,0.1126194,4.200866222,4.502244949,4.40202713,4.434003353,4.549307823,4.496386051,4.58139658,4.558248043,4.640991688,4.314508915,4.475923538,4.689483166
Q9UJU6;B4DDD6;H0Y5J4;F8WBG8;F8WC20;F8WBB2;F8WFE1,Q9UJU6;B4DDD6;H0Y5J4,Drebrin-like protein,DBNL,DBNL,4564,10,10,10,31.6,31.6,31.6,48.207,0,174.76,201,1.065863013,-0.213052491,2.471054554,2.488736629,2.370639563,1.934278607,2.372223377,2.433947325,2.21983242,2.069907904,1.805988312,2.163722992,2.319762707,2.213350773
Q9UJV9;H0Y8L8;A0A499FJW5,Q9UJV9;H0Y8L8;A0A499FJW5,Probable ATP-dependent RNA helicase DDX41,DDX41,DDX41,4565,2,2,2,3.9,3.9,3.9,69.837,0.00090785,2.5658,5,0.344278269,-0.213330626,-2.433066845,-2.903361559,-2.960136414,-2.827306271,-2.538939476,-2.544595242,-2.605924845,-2.493367434,-2.195781469,-3.152641058,-3.06699276,-3.972681999
Q9UJW0;E5RGG1;H9KVE0;E5RI97;E5RK21,Q9UJW0,Dynactin subunit 4,DCTN4,DCTN4,4566,15,15,15,57.6,57.6,57.6,52.337,0,130.04,310,4.324500917,-0.47263364,3.061187506,2.910405874,2.723462343,3.041555405,2.736632824,3.000363111,2.383515596,2.391797066,2.338312864,2.484877586,2.495223045,2.544079065
Q9UJX2;D6RBY8;D6RCF8;H0Y936,Q9UJX2;D6RBY8;D6RCF8;H0Y936,Cell division cycle protein 23 homolog,CDC23,CDC23,4567,2,2,2,3.2,3.2,3.2,68.833,0.00091722,2.6895,2,0.09016891,0.129018426,-2.725782871,-2.285316944,NaN,NaN,-3.260819674,-4.347418785,-2.334418058,-3.591975212,NaN,-3.277672768,-2.899198532,NaN
Q9UJX3,Q9UJX3,Anaphase-promoting complex subunit 7,ANAPC7,ANAPC7,4568,3,3,3,8.5,8.5,8.5,66.855,0,27.158,35,0.495533866,-0.228458246,-1.662924647,-1.780829668,-1.594971776,-1.977587819,-1.93006742,-2.076025724,-2.274901628,-2.889023066,-1.564493656,-1.637265563,-2.222825289,-1.804647326
Q9UJX4;H0YFB5;F5H0F9;F5GY68;F5H0N1,Q9UJX4;H0YFB5;F5H0F9;F5GY68,Anaphase-promoting complex subunit 5,ANAPC5,ANAPC5,4569,4,4,4,9,9,9,85.076,0,3.8355,12,1.041901567,-1.65586401,-1.843149066,NaN,-3.264873505,-3.495843887,-1.725044966,NaN,-5.9728508,-3.676709175,-3.630105257,-1.771437883,-4.98889637,-5.388551712
Q9UJX5;D6RFM7;D6RAP6,Q9UJX5,Anaphase-promoting complex subunit 4,ANAPC4,ANAPC4,4570,3,3,3,5.3,5.3,5.3,92.115,0.0074389,1.8253,2,0.445892903,-0.882938617,-2.719205141,0.991557658,-3.372417927,-3.790365696,-3.700960636,-3.369370699,-2.651400805,NaN,-3.606455326,-2.960850954,-5.13303709,-3.36358428
Q9UJX6,Q9UJX6,Anaphase-promoting complex subunit 2,ANAPC2,ANAPC2,4571,1,1,1,1.8,1.8,1.8,93.827,0.0043611,2.075,8,0.132020554,-0.132659435,-5.347239494,-7.197750092,-5.74206686,-6.515483379,-6.302271366,NaN,NaN,-6.656590939,-7.02125597,-5.891458988,-6.02808857,-6.170713902
Q9UJZ1;A0A087WYB4;F2Z2I8,Q9UJZ1;A0A087WYB4,"Stomatin-like protein 2, mitochondrial",STOML2,STOML2,4572,13,13,13,52.8,52.8,52.8,38.534,0,262.4,285,0.915708088,0.184832394,1.563366175,1.536233544,1.323020577,1.869241834,1.705452561,1.561105847,1.899408221,1.497628689,1.899852753,1.735304236,1.620555401,2.014665604
Q9UK17,Q9UK17,Potassium voltage-gated channel subfamily D member 3,KCND3,KCND3,4573,3,3,2,8.9,8.9,7,73.451,0,6.7104,29,0.518254357,-0.524275104,-3.202080011,-2.820978642,-3.29662776,-3.105374575,-1.451990843,-2.861198664,-2.576098442,-3.411486864,-5.20199585,-2.737458944,-2.95789957,-2.998961449
Q9UK39,Q9UK39,Nocturnin,CCRN4L,CCRN4L,4574,2,2,2,8.8,8.8,8.8,48.195,0.002008,2.3486,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.582618237,NaN,NaN,-3.735359907
Q9UK73;H3BT12,Q9UK73;H3BT12,Protein fem-1 homolog B,FEM1B,FEM1B,4575,2,2,2,6.1,6.1,6.1,70.263,0.0026566,2.2601,14,1.245554564,-0.795782208,-3.048943996,-3.282806396,-2.943171024,-3.058181763,-2.48671031,-2.956046343,-3.390078306,-3.476751328,-3.536093712,-5.51045084,-3.190248966,-3.446929932
Q9UKA9,Q9UKA9,Polypyrimidine tract-binding protein 2,PTBP2,PTBP2,4576,17,17,17,54.6,54.6,54.6,57.49,0,214.76,502,0.852618686,0.124502659,3.723581791,4.009178162,3.73796463,3.953163624,3.822425365,3.964946508,3.825763702,3.863996506,4.189345837,3.983636856,3.959176779,4.136356354
Q9UKC9;F8WE99,Q9UKC9,F-box/LRR-repeat protein 2,FBXL2,FBXL2,4577,3,3,3,8.3,8.3,8.3,47.061,0.00069686,2.8457,5,0.441734359,0.312389592,-3.266713381,-3.683138847,-2.768465519,-4.289565563,-3.84574461,-3.898339987,-2.733591795,NaN,NaN,-3.251791477,-3.748726845,-3.517643452
Q9UKD2,Q9UKD2,mRNA turnover protein 4 homolog,MRTO4,MRTO4,4578,8,8,8,43.1,43.1,43.1,27.56,0,10.807,81,0.205063181,-0.058703303,1.619380116,2.22913456,2.264891148,1.709581733,1.915597081,2.034801722,1.972667933,1.934616566,1.96456039,1.823309064,1.990493536,1.735519052
Q9UKE5;C9J338,Q9UKE5,TRAF2 and NCK-interacting protein kinase,TNIK,TNIK,4579,20,7,7,19.2,10.1,10.1,154.94,0,21.04,38,0.681845951,-0.269972098,0.058512196,0.762592614,0.173908576,0.58321476,0.396821231,0.986649394,0.051342554,0.061415859,0.640023768,0.456682414,0.419330418,-0.286928833
Q9UKF6;G5E9W3,Q9UKF6;G5E9W3,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,CPSF3,4580,4,4,4,11,11,11,77.485,0,18.307,73,1.792017315,1.135981103,-0.936930537,-1.108662009,-1.468923926,-0.711094379,-1.301745892,-0.929561794,0.793632209,0.97843647,-1.122020125,-0.450076699,-0.701251328,0.860247552
Q9UKF7;E7EU35;A0A0C4DGP0;J3QS95;J3QRS7,Q9UKF7;E7EU35;A0A0C4DGP0,Cytoplasmic phosphatidylinositol transfer protein 1,PITPNC1,PITPNC1,4581,6,6,6,25,25,25,38.387,0,24.762,63,0.247857485,-0.203593695,-0.81579262,-0.878402591,-0.776910961,-1.05136621,-1.203510761,0.002938425,-1.169504523,-0.758170545,-0.234365568,-1.93876195,-1.653526902,-0.190277398
Q9UKG1;C9JAB0;C9K0C4,Q9UKG1,DCC-interacting protein 13-alpha,APPL1,APPL1,4582,15,15,15,38.2,38.2,38.2,79.663,0,185.64,242,2.153223194,0.25028946,1.380025268,1.182387948,1.15288651,1.441490889,1.041646838,1.451870084,1.60625875,1.578370214,1.451884866,1.527509928,1.495818496,1.492202044
Q9UKI8,Q9UKI8,Serine/threonine-protein kinase tousled-like 1,TLK1,TLK1,4583,3,2,2,3.8,2.6,2.6,86.699,0.0047753,2.0242,12,0,-2.274625142,NaN,NaN,-5.450157166,1.312709093,-3.510188341,NaN,NaN,-4.82383728,NaN,NaN,NaN,NaN
Q9UKJ3,Q9UKJ3,G patch domain-containing protein 8,GPATCH8,GPATCH8,4584,2,2,2,2.1,2.1,2.1,164.2,0.0002401,3.3677,9,0,-0.545923173,NaN,NaN,-4.060948849,NaN,NaN,NaN,-7.237193584,-2.714127064,NaN,NaN,-5.197280407,-3.278887033
Q9UKK6,Q9UKK6,NTF2-related export protein 1,NXT1,NXT1,4585,1,1,1,14.3,14.3,14.3,15.847,0,27.992,21,0.740921637,-0.384192228,-2.66648674,-2.299960613,-2.907459259,-2.800832033,NaN,-1.657823801,-2.672336817,-2.678065538,-2.982784033,-3.312358141,NaN,-2.607979059
Q9UKM9;Q5QPL9;Q5QPM0;Q5QPM1;Q5QPM2,Q9UKM9;Q5QPL9;Q5QPM0;Q5QPM1,RNA-binding protein Raly,RALY,RALY,4586,11,11,11,41.5,41.5,41.5,32.463,0,73.628,209,2.126706133,-0.416060289,4.786000252,5.442933083,5.287376404,5.318942547,5.480982304,5.283557415,4.850907803,4.79312706,5.119826317,4.645191193,4.713829994,4.980547905
Q9UKN8;F2Z356,Q9UKN8,General transcription factor 3C polypeptide 4,GTF3C4,GTF3C4,4587,9,9,9,20.9,20.9,20.9,91.981,0,66.481,129,0.064405433,0.016453131,-0.212907791,-0.160870522,-0.607321084,-0.133695662,-0.391255528,-0.260605454,-0.308711737,-0.266953439,-0.504004359,-0.263893753,-0.257107764,-0.067266203
Q9UKU7;E9PLS3,Q9UKU7,"Isobutyryl-CoA dehydrogenase, mitochondrial",ACAD8,ACAD8,4588,5,5,5,17.3,17.3,17.3,45.069,0,29.452,38,0.141568957,-0.177147239,-1.606814861,-1.806394935,-0.70945698,-1.512490273,-1.704989552,1.212879181,-1.067268848,-1.233400941,-1.092698097,-1.159252763,-1.636841536,-1.000688672
Q9UKV5;R4GNG2,Q9UKV5,E3 ubiquitin-protein ligase AMFR,AMFR,AMFR,4589,5,5,5,17,17,17,72.995,0,27.508,66,0.144468483,0.101842145,-2.936248064,-2.348568916,-1.955691457,-1.81313014,-2.32877779,-2.153291225,-2.664189816,-1.954794765,-1.450427294,-2.866903782,-2.228810549,-1.759528518
Q9UKV8;E5RJY2,Q9UKV8,Protein argonaute-2,AGO2,AGO2,4590,18,14,13,30,24.1,22.1,97.207,0,34.854,124,0.472722934,0.144221743,1.044753313,1.337523341,1.215639472,0.902611852,1.479754329,1.708369493,1.152801752,1.675884008,1.47143364,1.37997973,1.583071113,1.290812016
Q9UKW4;H0YDG2;F5H5P4;Q96D37;A0A0A0MR07;P15498,Q9UKW4;H0YDG2,Guanine nucleotide exchange factor VAV3,VAV3,VAV3,4591,11,11,11,19.2,19.2,19.2,97.775,0,58.75,67,0.050068193,-0.015616863,0.684636831,0.27565068,0.339474767,0.51476258,0.354353637,0.056193817,0.505359948,0.35952732,0.04690101,0.432492703,0.304106474,0.482983679
Q9UKX7,Q9UKX7,Nuclear pore complex protein Nup50,NUP50,NUP50,4592,4,4,4,19.2,19.2,19.2,50.144,0,28.627,55,2.77253584,1.361960828,-3.041786909,-3.091198444,-3.796598911,-3.562375784,-3.544640303,-3.146246195,-1.402158618,-1.441423178,-1.388950348,-2.15228796,-3.134936333,-2.49132514
Q9UKY7,Q9UKY7,Protein CDV3 homolog,CDV3,CDV3,4593,1,1,1,19,19,19,27.335,0,11.227,22,0.619524823,0.372217238,-3.533709526,-3.091729879,-2.396776199,-3.110482693,NaN,NaN,-2.611715078,-2.678952694,NaN,NaN,NaN,-2.692204237
Q9UL03;C9JVX2;C9JXP6;C9J885;C9K0V7;F8WAV7;G5E9X1;B3KQH5,Q9UL03;C9JVX2,Integrator complex subunit 6,INTS6,INTS6,4594,3,3,2,4.3,4.3,3.5,100.39,0.00024225,3.5173,29,0.840804239,0.566647649,-2.821451664,-3.243969202,-3.738127232,-2.341875553,-2.597888231,-2.557158709,-2.028467417,-1.954794765,-2.340903997,-3.658577442,-2.29229784,-1.625543237
Q9UL12;A0A0A0MT55;Q5SYV1;Q5SYU9;Q5SYV2;Q9UL10,Q9UL12;A0A0A0MT55;Q5SYV1,"Sarcosine dehydrogenase, mitochondrial",SARDH,SARDH,4595,3,3,3,5.9,5.9,5.9,101.04,0,29.122,13,0.089289986,-0.069082069,-3.829991579,-4.108769417,-3.09494853,-3.140912533,-3.688184023,NaN,-3.77691102,-2.942425728,-3.694140196,-4.209438801,NaN,-3.585300684
Q9UL15;G3V274,Q9UL15,BAG family molecular chaperone regulator 5,BAG5,BAG5,4596,10,10,10,32.9,32.9,32.9,51.199,0,82.093,144,0.166531233,-0.089360836,0.85358876,1.582077503,0.986515403,1.27438271,0.873147786,0.97501415,0.850069106,1.26243639,1.20312202,1.317568302,1.192486525,0.182878956
Q9UL18;Q5TA58;Q9HCK5;A0A0U1RQZ8,Q9UL18;Q5TA58,Protein argonaute-1;Protein argonaute,AGO1,AGO1,4597,20,20,13,35.4,35.4,26.5,97.213,0,91.804,213,0.993688703,0.278005898,1.56719923,1.176533222,1.781522989,1.289878488,1.796421528,1.683871984,1.750003338,1.910961747,2.066848993,1.562150121,1.495950699,2.177547932
Q9UL25,Q9UL25,Ras-related protein Rab-21,RAB21,RAB21,4598,9,9,9,43.1,43.1,43.1,24.347,0,96.745,172,0.697288247,-0.203361889,2.607818365,2.496344805,2.147880793,1.934805632,2.194904804,2.609174728,2.010336161,2.113613367,1.969763398,1.858375549,2.431095839,2.387573481
Q9UL26;J3QR51;Q13636,Q9UL26,Ras-related protein Rab-22A,RAB22A,RAB22A,4599,6,6,6,47.4,47.4,47.4,21.855,0,26.552,91,0.299273979,-0.11523557,0.189427495,0.71491617,0.705977738,0.398702204,0.785558045,0.358133644,0.50109309,0.826539278,0.001491179,0.338445067,0.101816855,0.691916406
Q9UL41,Q9UL41,Paraneoplastic antigen Ma3,PNMA3,PNMA3,4600,1,1,1,1.5,1.5,1.5,52.376,0.005799,1.935,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.858209491,-0.603102744
Q9UL42,Q9UL42,Paraneoplastic antigen Ma2,PNMA2,PNMA2,4601,4,4,4,21.7,21.7,21.7,41.509,0,9.7805,8,0.280211018,-1.344170541,-4.343122482,-6.150948524,-6.569806099,-5.14686203,-5.189313412,0.733651936,NaN,NaN,NaN,-6.201925755,-5.37521553,NaN
Q9UL54,Q9UL54,Serine/threonine-protein kinase TAO2,TAOK2,TAOK2,4602,9,8,8,10.4,9.3,9.3,138.25,0,48.731,60,0.224006701,-0.176459644,-0.220062673,0.479255527,-1.26049161,-0.079454325,0.311828673,-0.634750962,-0.405072451,-1.187737942,0.01282706,-0.650916994,-0.307369292,0.075836383
Q9ULC3,Q9ULC3,Ras-related protein Rab-23,RAB23,RAB23,4603,7,7,7,42.6,42.6,42.6,26.659,0,9.2846,34,0.160541211,-0.092046466,0.3320207,0.583409905,0.302932411,0.292069256,0.623257279,0.392420411,0.522971392,-0.105479635,0.597274125,0.491889298,-0.49708274,0.96425873
Q9ULC4,Q9ULC4,Malignant T-cell-amplified sequence 1,MCTS1,MCTS1,4604,10,10,5,68.5,68.5,33.7,20.555,0,56.198,226,0.478936597,-0.092223605,2.676810265,2.519583941,2.631060123,2.386713505,2.735163212,2.698467493,2.382824421,2.322254181,2.42748642,2.761624575,2.703644276,2.496623039
Q9ULE3,Q9ULE3,DENN domain-containing protein 2A,DENND2A,DENND2A,4605,2,2,2,3.1,3.1,3.1,113.85,0,41.185,25,0.103358095,0.110705912,-5.251328945,-3.578525305,-3.554920673,-3.493662834,-3.965064764,-4.037530422,NaN,-4.560033321,NaN,-3.291001797,-3.68467927,-3.942150593
Q9ULH0;E9PH70;A0A1W2PPB7;H0Y8E4;H7C584;A0A1W2PPY4;F8WAY8,Q9ULH0;E9PH70;A0A1W2PPB7;H0Y8E4,Kinase D-interacting substrate of 220 kDa,KIDINS220,KIDINS220,4606,42,42,42,35,35,35,196.54,0,323.31,579,4.503036814,-0.390627344,3.955096006,4.107298851,3.90271616,3.894775152,3.877577305,4.01343441,3.688302517,3.560478687,3.690205574,3.499154329,3.447465181,3.521527529
Q9ULI0;C9JG15;H7BYF1;Q6PL18,Q9ULI0,ATPase family AAA domain-containing protein 2B,ATAD2B,ATAD2B,4607,6,6,6,6.5,6.5,6.5,164.91,0,15.368,31,0.189529463,0.186566782,-3.476673603,-3.093467474,-3.396197081,-4.093387604,NaN,-3.245763779,-2.299454927,-3.17429781,-3.233679771,-3.164470196,NaN,-4.500752926
Q9ULJ7,Q9ULJ7,Ankyrin repeat domain-containing protein 50,ANKRD50,ANKRD50,4608,6,6,6,7.7,7.7,7.7,155.86,0,86.716,48,0.132420635,0.246331181,0.902333319,0.528502047,0.047612045,-1.257836342,0.368527502,-1.346625566,0.022650577,1.897565365,-1.376695395,1.39817214,0.539565563,-1.760758162
Q9ULJ8,Q9ULJ8,Neurabin-1,PPP1R9A,PPP1R9A,4609,4,3,3,5,4.1,4.1,123.34,0,15.329,33,1.064107993,-0.314705245,-0.247790784,0.52867502,0.247944891,0.26267153,0.16206719,0.273855358,0.131552741,0.007927903,0.259016663,-0.445694536,-0.082282297,-0.531328738
Q9ULK5,Q9ULK5,Vang-like protein 2,VANGL2,VANGL2,4610,10,10,10,26.3,26.3,26.3,59.714,0,266.21,190,0.452753466,-0.054938952,2.59794879,2.331953049,2.553412676,2.420759439,2.441048622,2.357110262,2.319723606,2.536050081,2.468863487,2.314799309,2.359048843,2.374113798
Q9ULK6,Q9ULK6,RING finger protein 150,RNF150,RNF150,4611,2,2,2,3.7,3.7,3.7,48.071,0.001132,2.5349,2,0.446231568,0.283850698,-2.34347868,NaN,-0.719626784,-1.939722419,-1.261570454,-1.60793066,-1.359603643,-1.377321601,-0.65587914,-1.249832869,-1.543304443,-1.557748914
Q9ULM6;D6RGK9;H0Y9C1;H0Y9Z5;Q96LI5;D6R9H6,Q9ULM6;D6RGK9;H0Y9C1;H0Y9Z5;Q96LI5,CCR4-NOT transcription complex subunit 6;CCR4-NOT transcription complex subunit 6-like,CNOT6;CNOT6L,CNOT6,4612,3,3,3,10.2,10.2,10.2,63.306,0.00024402,3.6937,14,0.282030527,0.508445586,-0.352726489,-2.33713913,-3.298899889,-3.364051819,-1.068772912,-3.487178564,-2.210384369,-3.017158985,-1.135618329,-3.564482689,-0.593643188,-0.336807728
Q9ULP9;H3BV07;A0A2R8Y518;A0A0D9SFR5;H3BQ06,Q9ULP9;H3BV07;A0A2R8Y518;A0A0D9SFR5;H3BQ06,TBC1 domain family member 24,TBC1D24,TBC1D24,4613,12,12,12,30.1,30.1,30.1,62.919,0,86.005,215,0.033049134,0.007500688,2.745354176,2.975062609,2.996245384,2.781982422,2.864624262,2.823329687,2.801409483,2.918422461,2.944263697,2.799967051,2.639178276,3.128361702
Q9ULR0;D6RC18;A8MVI5,Q9ULR0,Pre-mRNA-splicing factor ISY1 homolog,ISY1,ISY1,4614,3,3,3,16.1,16.1,16.1,32.992,0.0011328,2.543,2,0.371673853,0.404502819,-4.203074455,-2.542527199,-3.628753424,-3.306932211,-2.752094984,-3.304107189,-3.501784801,-3.866192579,NaN,-1.966426253,-2.205911398,NaN
Q9ULR3,Q9ULR3,Protein phosphatase 1H,PPM1H,PPM1H,4615,2,2,2,6.6,6.6,6.6,56.447,0.00023883,3.2864,16,3.61471994,-1.884960045,-0.916598916,-0.910079241,-1.931709528,-1.502063751,-1.448780298,-0.763827503,-3.06133914,-2.753667831,-4.393307686,-2.813704014,-2.401783466,-3.359017372
Q9ULU8;F1T0E5;H7C538;F8W8P5;C9IYE1;A0A087X1P3;Q86UW7;H7C4T6;H7BYR4;H7C4K9;H7C4P2;A0A0C4DGY2;H0Y8B5,Q9ULU8;F1T0E5,Calcium-dependent secretion activator 1,CADPS,CADPS,4616,40,40,35,43.2,43.2,36.4,152.78,0,313.98,613,6.152970089,-0.89541924,4.876954079,4.92166853,5.071853638,4.903770447,4.826323032,5.133039474,3.778651714,4.125457287,4.098093987,4.124567032,3.986333609,4.247990131
Q9ULV4;B4E3S0;H0YHL7;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7;F8VV53;J3QLV6;J3KSS5;Q6QEF8,Q9ULV4;B4E3S0;H0YHL7,Coronin-1C;Coronin,CORO1C,CORO1C,4617,20,20,20,42,42,42,53.248,0,242.08,452,2.633731225,-0.358155092,5.110334396,4.993761539,5.179796696,5.177313328,4.796618938,5.164504528,4.405358791,4.818892479,4.721592426,4.806999207,4.741286278,4.779269695
Q9ULX6;V9GZ50;M0R1Y5;M0R010;M0QYT7,Q9ULX6,A-kinase anchor protein 8-like,AKAP8L,AKAP8L,4618,8,8,8,19,19,19,71.639,0,37.394,78,0.977719052,0.206114978,0.981735289,1.09710896,1.073597193,0.688153267,1.038904786,0.782533884,1.241168261,0.956104636,1.540896773,0.953244686,1.009018064,1.198290825
Q9UMS4;F5GY56;H0YGF3;F5H2I0;H0YGZ5,Q9UMS4,Pre-mRNA-processing factor 19,PRPF19,PRPF19,4619,17,17,17,63.1,63.1,63.1,55.18,0,85.631,407,0.302912665,-0.059668223,4.129811287,4.219148159,4.301579475,4.305593014,4.514967442,4.280023098,4.052704334,4.213858128,4.538097382,4.241619587,4.151273251,4.195560455
Q9UMX0;H0YDS0,Q9UMX0,Ubiquilin-1,UBQLN1,UBQLN1,4620,3,3,2,14.9,14.9,12.4,62.518,0,23.347,16,0.221580654,-0.589900955,NaN,NaN,-2.859482527,-4.099869728,-2.696866751,NaN,-2.094908476,-2.873702765,NaN,-5.589380264,-5.704462051,-2.780749559
Q9UN37;I3L4J1,Q9UN37;I3L4J1,Vacuolar protein sorting-associated protein 4A,VPS4A,VPS4A,4621,10,8,8,32,27.5,27.5,48.897,0,19.847,92,0.107186482,0.063019246,1.569475889,1.548364997,1.511452794,1.230929136,1.825770855,1.218113422,1.745471358,1.811913729,0.558615863,1.701630473,1.83648634,1.628104806
